"id","site","lab_id","name","result","units","month","day","year","created_at","updated_at","site_name","collection_date"
1426,4,"180614-4","Phosphorus","0.1","mg/L",6,14,2018,"2018-07-11 13:02:39.265346","2018-07-13 17:19:44.833031","Sam-O-Set","2018-06-14"
1427,4,"180614-4","Nitrogen (Nitrate)","0.064","mg/L",6,14,2018,"2018-07-11 13:02:39.267372","2018-07-13 17:19:44.873673","Sam-O-Set","2018-06-14"
1428,4,"180614-4","Nitrogen (Nitrite)","0.005","mg/L",6,14,2018,"2018-07-11 13:02:39.269304","2018-07-13 17:19:44.879828","Sam-O-Set","2018-06-14"
1356,9,"180518-1","Total Dissolved Solids","0.013","percent",5,18,2018,"2018-07-11 13:02:28.031299","2018-07-13 17:21:34.258453","Camp Carmine","2018-05-18"
1393,1,"180615-2","Phosphorus","0.05","mg/L",6,15,2018,"2018-07-11 13:02:39.11775","2018-07-13 17:17:14.454512","Gerrish Township Marina","2018-06-15"
1395,1,"180615-2","Nitrogen (Nitrite)","0.003","mg/L",6,15,2018,"2018-07-11 13:02:39.143505","2018-07-13 17:17:14.458601","Gerrish Township Marina","2018-06-15"
1397,1,"180615-2","Beach Plate Count; e-coli","11.8","colonies/100mL",6,15,2018,"2018-07-11 13:02:39.150421","2018-07-13 17:17:14.460455","Gerrish Township Marina","2018-06-15"
1432,4,"180614-4","Dissolved Oxygen","4.3","mg/L",6,14,2018,"2018-07-11 13:02:39.277623","2018-07-13 17:19:44.884592","Sam-O-Set","2018-06-14"
1433,4,"180614-4","Total Dissolved Solids","0.011","percent",6,14,2018,"2018-07-11 13:02:39.282945","2018-07-13 17:19:44.886424","Sam-O-Set","2018-06-14"
1434,4,"180614-4","Water Temperature","18","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.28515","2018-07-13 17:19:44.888268","Sam-O-Set","2018-06-14"
1435,4,"180614-4","Air Temperature","13.3","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.287243","2018-07-13 17:19:44.89021","Sam-O-Set","2018-06-14"
1436,4,"180614-4","Conductivity","280","uS/cM",6,14,2018,"2018-07-11 13:02:39.289411","2018-07-13 17:19:44.893172","Sam-O-Set","2018-06-14"
1437,5,"180614-6","Phosphorus","2.4","mg/L",6,14,2018,"2018-07-11 13:02:39.291552","2018-07-13 17:20:03.152105","DNR boat launch","2018-06-14"
1439,5,"180614-6","Nitrogen (Nitrite)","0.006","mg/L",6,14,2018,"2018-07-11 13:02:39.295711","2018-07-13 17:20:03.159904","DNR boat launch","2018-06-14"
1441,5,"180614-6","Beach Plate Count; e-coli","3","colonies/100mL",6,14,2018,"2018-07-11 13:02:39.29997","2018-07-13 17:20:03.174902","DNR boat launch","2018-06-14"
1442,5,"180614-6","pH","6.89","pH",6,14,2018,"2018-07-11 13:02:39.302179","2018-07-13 17:20:03.178722","DNR boat launch","2018-06-14"
1443,5,"180614-6","Dissolved Oxygen","5.1","mg/L",6,14,2018,"2018-07-11 13:02:39.304317","2018-07-13 17:20:03.181427","DNR boat launch","2018-06-14"
1445,5,"180614-6","Water Temperature","17.7","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.308649","2018-07-13 17:20:03.183945","DNR boat launch","2018-06-14"
1446,5,"180614-6","Air Temperature","15","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.310814","2018-07-13 17:20:03.186227","DNR boat launch","2018-06-14"
1447,5,"180614-6","Conductivity","206","uS/cM",6,14,2018,"2018-07-11 13:02:39.313015","2018-07-13 17:20:03.188945","DNR boat launch","2018-06-14"
1448,6,"180614-5","Phosphorus","0.35","mg/L",6,14,2018,"2018-07-11 13:02:39.315237","2018-07-13 17:20:21.473398","Gold Coast","2018-06-14"
1449,6,"180614-5","Nitrogen (Nitrate)","0.029","mg/L",6,14,2018,"2018-07-11 13:02:39.317377","2018-07-13 17:20:21.47547","Gold Coast","2018-06-14"
1451,6,"180614-5","Beach Plate Count; MPN","53.8","colonies/100mL",6,14,2018,"2018-07-11 13:02:39.322837","2018-07-13 17:20:21.477384","Gold Coast","2018-06-14"
1452,6,"180614-5","Beach Plate Count; e-coli","<1","colonies/100mL",6,14,2018,"2018-07-11 13:02:39.327424","2018-07-13 17:20:21.479276","Gold Coast","2018-06-14"
1453,6,"180614-5","pH","6.98","pH",6,14,2018,"2018-07-11 13:02:39.329684","2018-07-13 17:20:21.48118","Gold Coast","2018-06-14"
1454,6,"180614-5","Dissolved Oxygen","5.2","mg/L",6,14,2018,"2018-07-11 13:02:39.331706","2018-07-13 17:20:21.483167","Gold Coast","2018-06-14"
1455,6,"180614-5","Total Dissolved Solids","0.002","percent",6,14,2018,"2018-07-11 13:02:39.333596","2018-07-13 17:20:21.485236","Gold Coast","2018-06-14"
1457,6,"180614-5","Air Temperature","12.7","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.339144","2018-07-13 17:20:21.487277","Gold Coast","2018-06-14"
1458,6,"180614-5","Conductivity","277","uS/cM",6,14,2018,"2018-07-11 13:02:39.340974","2018-07-13 17:20:21.489183","Gold Coast","2018-06-14"
1459,7,"180613-1","Phosphorus","0.25","mg/L",6,13,2018,"2018-07-11 13:02:39.34475","2018-07-13 17:20:36.194511","North State Park","2018-06-13"
1460,7,"180613-1","Nitrogen (Nitrate)","0.61","mg/L",6,13,2018,"2018-07-11 13:02:39.346765","2018-07-13 17:20:36.198215","North State Park","2018-06-13"
1461,7,"180613-1","Nitrogen (Nitrite)","0.008","mg/L",6,13,2018,"2018-07-11 13:02:39.349144","2018-07-13 17:20:36.202791","North State Park","2018-06-13"
1462,7,"180613-1","Beach Plate Count; MPN","457","colonies/100mL",6,13,2018,"2018-07-11 13:02:39.356165","2018-07-13 17:20:36.205522","North State Park","2018-06-13"
1464,7,"180613-1","pH","6.43","pH",6,13,2018,"2018-07-11 13:02:39.367833","2018-07-13 17:20:36.207536","North State Park","2018-06-13"
1465,7,"180613-1","Dissolved Oxygen","4.2","mg/L",6,13,2018,"2018-07-11 13:02:39.370581","2018-07-13 17:20:36.209522","North State Park","2018-06-13"
1466,7,"180613-1","Total Dissolved Solids","0.006","percent",6,13,2018,"2018-07-11 13:02:39.373635","2018-07-13 17:20:36.211318","North State Park","2018-06-13"
1467,7,"180613-1","Water Temperature","18.3","degrees Centigrade",6,13,2018,"2018-07-11 13:02:39.376092","2018-07-13 17:20:36.213135","North State Park","2018-06-13"
1468,7,"180613-1","Air Temperature","13.5","degrees Centigrade",6,13,2018,"2018-07-11 13:02:39.378315","2018-07-13 17:20:36.215354","North State Park","2018-06-13"
1469,7,"180613-1","Conductivity","308","uS/cM",6,13,2018,"2018-07-11 13:02:39.380473","2018-07-13 17:20:36.217692","North State Park","2018-06-13"
1470,8,"180613-2","Phosphorus","0.05","mg/L",6,13,2018,"2018-07-11 13:02:39.384695","2018-07-13 17:21:17.711625","B&B Marina","2018-06-13"
1472,8,"180613-2","Nitrogen (Nitrite)","0.008","mg/L",6,13,2018,"2018-07-11 13:02:39.38912","2018-07-13 17:21:17.724753","B&B Marina","2018-06-13"
1474,8,"180613-2","Beach Plate Count; e-coli","37","colonies/100mL",6,13,2018,"2018-07-11 13:02:39.394062","2018-07-13 17:21:17.762656","B&B Marina","2018-06-13"
1475,8,"180613-2","pH","6.35","pH",6,13,2018,"2018-07-11 13:02:39.396818","2018-07-13 17:21:17.798954","B&B Marina","2018-06-13"
1476,8,"180613-2","Dissolved Oxygen","4.5","mg/L",6,13,2018,"2018-07-11 13:02:39.417336","2018-07-13 17:21:17.888384","B&B Marina","2018-06-13"
1478,8,"180613-2","Water Temperature","17.8","degrees Centigrade",6,13,2018,"2018-07-11 13:02:39.424639","2018-07-13 17:21:18.008836","B&B Marina","2018-06-13"
1479,8,"180613-2","Air Temperature","14","degrees Centigrade",6,13,2018,"2018-07-11 13:02:39.434674","2018-07-13 17:21:18.027443","B&B Marina","2018-06-13"
1480,8,"180613-2","Conductivity","308","uS/cM",6,13,2018,"2018-07-11 13:02:39.437211","2018-07-13 17:21:18.059556","B&B Marina","2018-06-13"
1481,9,"180613-3","Phosphorus","0.55","mg/L",6,13,2018,"2018-07-11 13:02:39.449241","2018-07-13 17:21:34.263825","Camp Carmine","2018-06-13"
1482,9,"180613-3","Nitrogen (Nitrate)","0.05","mg/L",6,13,2018,"2018-07-11 13:02:39.452129","2018-07-13 17:21:34.265535","Camp Carmine","2018-06-13"
1484,9,"180613-3","Beach Plate Count; MPN","416","colonies/100mL",6,13,2018,"2018-07-11 13:02:39.46893","2018-07-13 17:21:34.267956","Camp Carmine","2018-06-13"
1485,9,"180613-3","Beach Plate Count; e-coli","4","colonies/100mL",6,13,2018,"2018-07-11 13:02:39.474185","2018-07-13 17:21:34.270192","Camp Carmine","2018-06-13"
1486,9,"180613-3","pH","6.24","pH",6,13,2018,"2018-07-11 13:02:39.511976","2018-07-13 17:21:34.272595","Camp Carmine","2018-06-13"
1487,9,"180613-3","Dissolved Oxygen","5","mg/L",6,13,2018,"2018-07-11 13:02:39.643746","2018-07-13 17:21:34.274764","Camp Carmine","2018-06-13"
1488,9,"180613-3","Total Dissolved Solids","0.002","percent",6,13,2018,"2018-07-11 13:02:39.649232","2018-07-13 17:21:34.276875","Camp Carmine","2018-06-13"
1490,9,"180613-3","Air Temperature","14.8","degrees Centigrade",6,13,2018,"2018-07-11 13:02:39.656376","2018-07-13 17:21:34.278812","Camp Carmine","2018-06-13"
1491,9,"180613-3","Conductivity","281","uS/cM",6,13,2018,"2018-07-11 13:02:39.659841","2018-07-13 17:21:34.280665","Camp Carmine","2018-06-13"
1492,10,"180614-3","Phosphorus","0.024","mg/L",6,14,2018,"2018-07-11 13:02:39.662489","2018-07-13 17:21:50.729156","Treasure Island - 1","2018-06-14"
1493,10,"180614-3","Nitrogen (Nitrate)","0.03","mg/L",6,14,2018,"2018-07-11 13:02:39.665024","2018-07-13 17:21:50.735021","Treasure Island - 1","2018-06-14"
1494,10,"180614-3","Nitrogen (Nitrite)","0.006","mg/L",6,14,2018,"2018-07-11 13:02:39.667607","2018-07-13 17:21:50.741637","Treasure Island - 1","2018-06-14"
1495,10,"180614-3","Beach Plate Count; MPN","194","colonies/100mL",6,14,2018,"2018-07-11 13:02:39.669901","2018-07-13 17:21:50.744979","Treasure Island - 1","2018-06-14"
1497,10,"180614-3","pH","7.29","pH",6,14,2018,"2018-07-11 13:02:39.677809","2018-07-13 17:21:50.747475","Treasure Island - 1","2018-06-14"
1498,10,"180614-3","Dissolved Oxygen","4.4","mg/L",6,14,2018,"2018-07-11 13:02:39.679894","2018-07-13 17:21:50.750121","Treasure Island - 1","2018-06-14"
1499,10,"180614-3","Total Dissolved Solids","0.008","percent",6,14,2018,"2018-07-11 13:02:39.682253","2018-07-13 17:21:50.752019","Treasure Island - 1","2018-06-14"
1501,10,"180614-3","Air Temperature","14.4","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.695846","2018-07-13 17:21:50.755648","Treasure Island - 1","2018-06-14"
1431,4,"180614-4","pH","7.12","pH",6,14,2018,"2018-07-11 13:02:39.275446","2018-07-13 17:19:44.882737","Sam-O-Set","2018-06-14"
1679,2,"181022-2","Phosphorus","0.31","mg/L",10,22,2018,"2018-12-23 13:39:19.910231","2018-12-23 13:39:19.910231","South State Park","2018-10-22"
1680,2,"181022-2","Nitrogen (Nitrate)","0.01","mg/L",10,22,2018,"2018-12-23 13:39:19.913766","2018-12-23 13:39:19.913766","South State Park","2018-10-22"
1681,2,"181022-2","Nitrogen (Nitrite)","n.d.","mg/L",10,22,2018,"2018-12-23 13:39:19.916345","2018-12-23 13:39:19.916345","South State Park","2018-10-22"
1682,2,"181022-2","Beach Plate Count; MPN","64","colonies/100mL",10,22,2018,"2018-12-23 13:39:19.918736","2018-12-23 13:39:19.918736","South State Park","2018-10-22"
1683,2,"181022-2","Beach Plate Count; e-coli","1","colonies/100mL",10,22,2018,"2018-12-23 13:39:19.922309","2018-12-23 13:39:19.922309","South State Park","2018-10-22"
1684,2,"181022-2","pH","8.08","pH",10,22,2018,"2018-12-23 13:39:19.924754","2018-12-23 13:39:19.924754","South State Park","2018-10-22"
1685,2,"181022-2","Dissolved Oxygen","13","mg/L",10,22,2018,"2018-12-23 13:39:19.927102","2018-12-23 13:39:19.927102","South State Park","2018-10-22"
1686,2,"181022-2","Total Dissolved Solids","0.0069","percent",10,22,2018,"2018-12-23 13:39:19.929523","2018-12-23 13:39:19.929523","South State Park","2018-10-22"
1687,2,"181022-2","Water Temperature","8.7","degrees Centigrade",10,22,2018,"2018-12-23 13:39:19.931678","2018-12-23 13:39:19.931678","South State Park","2018-10-22"
1688,2,"181022-2","Air Temperature","-0.1","degrees Centigrade",10,22,2018,"2018-12-23 13:39:19.934172","2018-12-23 13:39:19.934172","South State Park","2018-10-22"
1690,3,"181022-4","Phosphorus","0.23","mg/L",10,22,2018,"2018-12-23 13:39:19.939038","2018-12-23 13:39:19.939038","Cut River","2018-10-22"
1691,3,"181022-4","Nitrogen (Nitrate)","N.D.","mg/L",10,22,2018,"2018-12-23 13:39:19.941292","2018-12-23 13:39:19.941292","Cut River","2018-10-22"
1692,3,"181022-4","Nitrogen (Nitrite)","N.D.","mg/L",10,22,2018,"2018-12-23 13:39:19.943353","2018-12-23 13:39:19.943353","Cut River","2018-10-22"
1693,3,"181022-4","Beach Plate Count; MPN","68","colonies/100mL",10,22,2018,"2018-12-23 13:39:19.945614","2018-12-23 13:39:19.945614","Cut River","2018-10-22"
1694,3,"181022-4","Beach Plate Count; e-coli","1","colonies/100mL",10,22,2018,"2018-12-23 13:39:19.948054","2018-12-23 13:39:19.948054","Cut River","2018-10-22"
1632,10,"180718-10","Water Temperature","19.6","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.527177","2018-12-23 13:39:01.527177","Treasure Island - 1","2018-07-18"
1633,10,"180718-10","Air Temperature","13.9","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.532786","2018-12-23 13:39:01.532786","Treasure Island - 1","2018-07-18"
1634,10,"180718-10","Conductivity","275","uS/cM",7,18,2018,"2018-12-23 13:39:01.536243","2018-12-23 13:39:01.536243","Treasure Island - 1","2018-07-18"
1635,11,"180718-11","Phosphorus","n.d.","mg/L",7,18,2018,"2018-12-23 13:39:01.5426","2018-12-23 13:39:01.5426","Treasure Island - 2","2018-07-18"
1637,11,"180718-11","Nitrogen (Nitrite)","0.004","mg/L",7,18,2018,"2018-12-23 13:39:01.559537","2018-12-23 13:39:01.559537","Treasure Island - 2","2018-07-18"
1638,11,"180718-11","Beach Plate Count; MPN","260","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.566544","2018-12-23 13:39:01.566544","Treasure Island - 2","2018-07-18"
1639,11,"180718-11","Beach Plate Count; e-coli","<1","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.57039","2018-12-23 13:39:01.57039","Treasure Island - 2","2018-07-18"
1640,11,"180718-11","pH","7.24","pH",7,18,2018,"2018-12-23 13:39:01.585319","2018-12-23 13:39:01.585319","Treasure Island - 2","2018-07-18"
1641,11,"180718-11","Dissolved Oxygen","7.1","mg/L",7,18,2018,"2018-12-23 13:39:01.590756","2018-12-23 13:39:01.590756","Treasure Island - 2","2018-07-18"
1646,12,"180718-12","Phosphorus","0.01","mg/L",7,18,2018,"2018-12-23 13:39:01.634855","2018-12-23 13:39:01.634855","Kennedy Beach","2018-07-18"
1648,12,"180718-12","Nitrogen (Nitrite)","0.005","mg/L",7,18,2018,"2018-12-23 13:39:01.711598","2018-12-23 13:39:01.711598","Kennedy Beach","2018-07-18"
1649,12,"180718-12","Beach Plate Count; MPN","285","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.720388","2018-12-23 13:39:01.720388","Kennedy Beach","2018-07-18"
1650,12,"180718-12","Beach Plate Count; e-coli","<1","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.724285","2018-12-23 13:39:01.724285","Kennedy Beach","2018-07-18"
1651,12,"180718-12","pH","7.17","pH",7,18,2018,"2018-12-23 13:39:01.733793","2018-12-23 13:39:01.733793","Kennedy Beach","2018-07-18"
1652,12,"180718-12","Dissolved Oxygen","6.8","mg/L",7,18,2018,"2018-12-23 13:39:01.741463","2018-12-23 13:39:01.741463","Kennedy Beach","2018-07-18"
1653,12,"180718-12","Total Dissolved Solids","0.002","percent",7,18,2018,"2018-12-23 13:39:01.746064","2018-12-23 13:39:01.746064","Kennedy Beach","2018-07-18"
1654,12,"180718-12","Water Temperature","21","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.750035","2018-12-23 13:39:01.750035","Kennedy Beach","2018-07-18"
1655,12,"180718-12","Air Temperature","14.4","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.763353","2018-12-23 13:39:01.763353","Kennedy Beach","2018-07-18"
1656,12,"180718-12","Conductivity","272","uS/cM",7,18,2018,"2018-12-23 13:39:01.768239","2018-12-23 13:39:01.768239","Kennedy Beach","2018-07-18"
1657,13,"180717-17","Phosphorus","0.01","mg/L",7,17,2018,"2018-12-23 13:39:01.777586","2018-12-23 13:39:01.777586","Flag Point","2018-07-17"
1659,13,"180717-17","Nitrogen (Nitrite)","0.005","mg/L",7,17,2018,"2018-12-23 13:39:01.784142","2018-12-23 13:39:01.784142","Flag Point","2018-07-17"
1660,13,"180717-17","Beach Plate Count; MPN","397","colonies/100mL",7,17,2018,"2018-12-23 13:39:01.787341","2018-12-23 13:39:01.787341","Flag Point","2018-07-17"
1661,13,"180717-17","Beach Plate Count; e-coli","1","colonies/100mL",7,17,2018,"2018-12-23 13:39:01.796126","2018-12-23 13:39:01.796126","Flag Point","2018-07-17"
1662,13,"180717-17","pH","8","pH",7,17,2018,"2018-12-23 13:39:01.799699","2018-12-23 13:39:01.799699","Flag Point","2018-07-17"
1663,13,"180717-17","Dissolved Oxygen","3.8","mg/L",7,17,2018,"2018-12-23 13:39:01.807934","2018-12-23 13:39:01.807934","Flag Point","2018-07-17"
1664,13,"180717-17","Total Dissolved Solids","0.002","percent",7,17,2018,"2018-12-23 13:39:01.810864","2018-12-23 13:39:01.810864","Flag Point","2018-07-17"
1665,13,"180717-17","Water Temperature","20.5","degrees Centigrade",7,17,2018,"2018-12-23 13:39:01.814496","2018-12-23 13:39:01.814496","Flag Point","2018-07-17"
1666,13,"180717-17","Air Temperature","13.9","degrees Centigrade",7,17,2018,"2018-12-23 13:39:01.82366","2018-12-23 13:39:01.82366","Flag Point","2018-07-17"
1667,13,"180717-17","Conductivity","283","uS/cM",7,17,2018,"2018-12-23 13:39:01.826703","2018-12-23 13:39:01.826703","Flag Point","2018-07-17"
1636,11,"180718-11","Nitrogen (Nitrate)","0.092","mg/L",7,18,2018,"2018-12-23 13:39:01.552451","2018-12-23 13:39:01.552451","Treasure Island - 2","2018-07-18"
1647,12,"180718-12","Nitrogen (Nitrate)","0.104","mg/L",7,18,2018,"2018-12-23 13:39:01.681074","2018-12-23 13:39:01.681074","Kennedy Beach","2018-07-18"
1658,13,"180717-17","Nitrogen (Nitrate)","0.105","mg/L",7,17,2018,"2018-12-23 13:39:01.78078","2018-12-23 13:39:01.78078","Flag Point","2018-07-17"
1701,4,"181023-2","Phosphorus","0.2","mg/L",10,23,2018,"2018-12-23 13:39:19.967464","2018-12-23 13:39:19.967464","Sam-O-Set","2018-10-23"
1702,4,"181023-2","Nitrogen (Nitrate)","0.029","mg/L",10,23,2018,"2018-12-23 13:39:19.974698","2018-12-23 13:39:19.974698","Sam-O-Set","2018-10-23"
1703,4,"181023-2","Nitrogen (Nitrite)","0.001","mg/L",10,23,2018,"2018-12-23 13:39:19.977272","2018-12-23 13:39:19.977272","Sam-O-Set","2018-10-23"
1704,4,"181023-2","Beach Plate Count; MPN","31.9","colonies/100mL",10,23,2018,"2018-12-23 13:39:19.979673","2018-12-23 13:39:19.979673","Sam-O-Set","2018-10-23"
1705,4,"181023-2","Beach Plate Count; e-coli","1","colonies/100mL",10,23,2018,"2018-12-23 13:39:19.981733","2018-12-23 13:39:19.981733","Sam-O-Set","2018-10-23"
1706,4,"181023-2","pH","7.4","pH",10,23,2018,"2018-12-23 13:39:19.983698","2018-12-23 13:39:19.983698","Sam-O-Set","2018-10-23"
1712,5,"181023-4","Phosphorus","0.24","mg/L",10,23,2018,"2018-12-23 13:39:19.997122","2018-12-23 13:39:19.997122","DNR boat launch","2018-10-23"
1713,5,"181023-4","Nitrogen (Nitrate)","0.048","mg/L",10,23,2018,"2018-12-23 13:39:19.99914","2018-12-23 13:39:19.99914","DNR boat launch","2018-10-23"
1714,5,"181023-4","Nitrogen (Nitrite)","N.D.","mg/L",10,23,2018,"2018-12-23 13:39:20.001202","2018-12-23 13:39:20.001202","DNR boat launch","2018-10-23"
1715,5,"181023-4","Beach Plate Count; MPN","36.8","colonies/100mL",10,23,2018,"2018-12-23 13:39:20.003555","2018-12-23 13:39:20.003555","DNR boat launch","2018-10-23"
1716,5,"181023-4","Beach Plate Count; e-coli","2","colonies/100mL",10,23,2018,"2018-12-23 13:39:20.00616","2018-12-23 13:39:20.00616","DNR boat launch","2018-10-23"
1717,5,"181023-4","pH","7.39","pH",10,23,2018,"2018-12-23 13:39:20.008396","2018-12-23 13:39:20.008396","DNR boat launch","2018-10-23"
1718,5,"181023-4","Dissolved Oxygen","12","mg/L",10,23,2018,"2018-12-23 13:39:20.01076","2018-12-23 13:39:20.01076","DNR boat launch","2018-10-23"
1719,5,"181023-4","Total Dissolved Solids","0.003","percent",10,23,2018,"2018-12-23 13:39:20.013058","2018-12-23 13:39:20.013058","DNR boat launch","2018-10-23"
1720,5,"181023-4","Water Temperature","8.8","degrees Centigrade",10,23,2018,"2018-12-23 13:39:20.015279","2018-12-23 13:39:20.015279","DNR boat launch","2018-10-23"
1721,5,"181023-4","Air Temperature","1","degrees Centigrade",10,23,2018,"2018-12-23 13:39:20.017438","2018-12-23 13:39:20.017438","DNR boat launch","2018-10-23"
1723,6,"181023-3","Phosphorus","0.17","mg/L",10,23,2018,"2018-12-23 13:39:20.02168","2018-12-23 13:39:20.02168","Gold Coast","2018-10-23"
1724,6,"181023-3","Nitrogen (Nitrate)","0.16","mg/L",10,23,2018,"2018-12-23 13:39:20.023859","2018-12-23 13:39:20.023859","Gold Coast","2018-10-23"
1725,6,"181023-3","Nitrogen (Nitrite)","0.002","mg/L",10,23,2018,"2018-12-23 13:39:20.026116","2018-12-23 13:39:20.026116","Gold Coast","2018-10-23"
1726,6,"181023-3","Beach Plate Count; MPN","47.3","colonies/100mL",10,23,2018,"2018-12-23 13:39:20.028766","2018-12-23 13:39:20.028766","Gold Coast","2018-10-23"
1727,6,"181023-3","Beach Plate Count; e-coli","3","colonies/100mL",10,23,2018,"2018-12-23 13:39:20.031177","2018-12-23 13:39:20.031177","Gold Coast","2018-10-23"
1728,6,"181023-3","pH","7.31","pH",10,23,2018,"2018-12-23 13:39:20.033315","2018-12-23 13:39:20.033315","Gold Coast","2018-10-23"
1729,6,"181023-3","Dissolved Oxygen","12.4","mg/L",10,23,2018,"2018-12-23 13:39:20.035661","2018-12-23 13:39:20.035661","Gold Coast","2018-10-23"
1730,6,"181023-3","Total Dissolved Solids","0.007","percent",10,23,2018,"2018-12-23 13:39:20.037993","2018-12-23 13:39:20.037993","Gold Coast","2018-10-23"
1731,6,"181023-3","Water Temperature","8.2","degrees Centigrade",10,23,2018,"2018-12-23 13:39:20.040323","2018-12-23 13:39:20.040323","Gold Coast","2018-10-23"
1732,6,"181023-3","Air Temperature","1","degrees Centigrade",10,23,2018,"2018-12-23 13:39:20.042605","2018-12-23 13:39:20.042605","Gold Coast","2018-10-23"
1734,7,"181024-3","Phosphorus","0.83","mg/L",10,24,2018,"2018-12-23 13:39:20.06741","2018-12-23 13:39:20.06741","North State Park","2018-10-24"
1735,7,"181024-3","Nitrogen (Nitrate)","0.044","mg/L",10,24,2018,"2018-12-23 13:39:20.077259","2018-12-23 13:39:20.077259","North State Park","2018-10-24"
1736,7,"181024-3","Nitrogen (Nitrite)","0.001","mg/L",10,24,2018,"2018-12-23 13:39:20.086536","2018-12-23 13:39:20.086536","North State Park","2018-10-24"
1737,7,"181024-3","Beach Plate Count; MPN","43","colonies/100mL",10,24,2018,"2018-12-23 13:39:20.123481","2018-12-23 13:39:20.123481","North State Park","2018-10-24"
1738,7,"181024-3","Beach Plate Count; e-coli","2","colonies/100mL",10,24,2018,"2018-12-23 13:39:20.156491","2018-12-23 13:39:20.156491","North State Park","2018-10-24"
1739,7,"181024-3","pH","7.15","pH",10,24,2018,"2018-12-23 13:39:20.159404","2018-12-23 13:39:20.159404","North State Park","2018-10-24"
1740,7,"181024-3","Dissolved Oxygen","11.4","mg/L",10,24,2018,"2018-12-23 13:39:20.206009","2018-12-23 13:39:20.206009","North State Park","2018-10-24"
1741,7,"181024-3","Total Dissolved Solids","0.002","percent",10,24,2018,"2018-12-23 13:39:20.210862","2018-12-23 13:39:20.210862","North State Park","2018-10-24"
1742,7,"181024-3","Water Temperature","6.7","degrees Centigrade",10,24,2018,"2018-12-23 13:39:20.258081","2018-12-23 13:39:20.258081","North State Park","2018-10-24"
1743,7,"181024-3","Air Temperature","1.2","degrees Centigrade",10,24,2018,"2018-12-23 13:39:20.266074","2018-12-23 13:39:20.266074","North State Park","2018-10-24"
1745,8,"181024-1","Phosphorus","0.26","mg/L",10,24,2018,"2018-12-23 13:39:20.271391","2018-12-23 13:39:20.271391","B&B Marina","2018-10-24"
1746,8,"181024-1","Nitrogen (Nitrate)","0.187","mg/L",10,24,2018,"2018-12-23 13:39:20.274051","2018-12-23 13:39:20.274051","B&B Marina","2018-10-24"
1747,8,"181024-1","Nitrogen (Nitrite)","0.001","mg/L",10,24,2018,"2018-12-23 13:39:20.289921","2018-12-23 13:39:20.289921","B&B Marina","2018-10-24"
1748,8,"181024-1","Beach Plate Count; MPN","70","colonies/100mL",10,24,2018,"2018-12-23 13:39:20.292825","2018-12-23 13:39:20.292825","B&B Marina","2018-10-24"
1749,8,"181024-1","Beach Plate Count; e-coli","3","colonies/100mL",10,24,2018,"2018-12-23 13:39:20.297304","2018-12-23 13:39:20.297304","B&B Marina","2018-10-24"
1750,8,"181024-1","pH","7.56","pH",10,24,2018,"2018-12-23 13:39:20.300833","2018-12-23 13:39:20.300833","B&B Marina","2018-10-24"
1751,8,"181024-1","Dissolved Oxygen","11.2","mg/L",10,24,2018,"2018-12-23 13:39:20.304014","2018-12-23 13:39:20.304014","B&B Marina","2018-10-24"
1752,8,"181024-1","Total Dissolved Solids","0.001","percent",10,24,2018,"2018-12-23 13:39:20.307682","2018-12-23 13:39:20.307682","B&B Marina","2018-10-24"
1753,8,"181024-1","Water Temperature","6.7","degrees Centigrade",10,24,2018,"2018-12-23 13:39:20.31037","2018-12-23 13:39:20.31037","B&B Marina","2018-10-24"
1754,8,"181024-1","Air Temperature","1.2","degrees Centigrade",10,24,2018,"2018-12-23 13:39:20.313159","2018-12-23 13:39:20.313159","B&B Marina","2018-10-24"
1755,8,"181024-1","Conductivity","362","uS/cM",10,24,2018,"2018-12-23 13:39:20.315344","2018-12-23 13:39:20.315344","B&B Marina","2018-10-24"
1756,9,"181024-2","Phosphorus","0.22","mg/L",10,24,2018,"2018-12-23 13:39:20.317522","2018-12-23 13:39:20.317522","Camp Carmine","2018-10-24"
1757,9,"181024-2","Nitrogen (Nitrate)","0.206","mg/L",10,24,2018,"2018-12-23 13:39:20.320296","2018-12-23 13:39:20.320296","Camp Carmine","2018-10-24"
1758,9,"181024-2","Nitrogen (Nitrite)","N.D.","mg/L",10,24,2018,"2018-12-23 13:39:20.322978","2018-12-23 13:39:20.322978","Camp Carmine","2018-10-24"
